id,lease_company,lease_period,module_output,module_manufacturer,module_model,module_count,pcs_manufacturer,pcs_model,pcs_count,pcs_model2,pcs_count2,module_pcs_cable_count,bifurcated_count,bracket_count,installation,sll,total_module_output,application_power_output,region,roof_material,installation_points,monthly_lease_fee_10,monthly_lease_fee_15,total_lease_amount,customer_group,application_code
114,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,30,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,12.9,8,多雪,立平葺,8点,,12034,2166120,直販,CBPD30X8
115,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,31,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,13.33,9.9,多雪,立平葺,6点,,12089,2176020,直販,CBPD31X6
116,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,31,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,13.33,9.9,多雪,立平葺,8点,,12441,2239380,直販,CBPD31X8
117,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,32,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,13.76,9.9,多雪,立平葺,6点,,12474,2245320,直販,CBPD32X6
118,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,32,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,13.76,9.9,多雪,立平葺,8点,,12837,2310660,直販,CBPD32X8
119,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,33,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,14.19,9.9,多雪,立平葺,6点,,12870,2316600,直販,CBPD33X6
120,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,33,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,14.19,9.9,多雪,立平葺,8点,,13244,2383920,直販,CBPD33X8
121,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,34,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,14.62,9.9,多雪,立平葺,6点,,13255,2385900,直販,CBPD34X6
122,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,34,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,14.62,9.9,多雪,立平葺,8点,,13640,2455200,直販,CBPD34X8
123,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,35,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,15.05,9.9,多雪,立平葺,6点,,13651,2457180,直販,CBPD35X6
124,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,35,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,15.05,9.9,多雪,立平葺,8点,,14047,2528460,直販,CBPD35X8
125,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,36,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,15.48,9.9,多雪,立平葺,6点,,14036,2526480,直販,CBPD36X6
126,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,36,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,15.48,9.9,多雪,立平葺,8点,,14443,2599740,直販,CBPD36X8
127,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,37,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,15.91,9.9,多雪,立平葺,6点,,14421,2595780,直販,CBPD37X6
128,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,37,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,15.91,9.9,多雪,立平葺,8点,,14850,2673000,直販,CBPD37X8
129,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,6,デルタ電子,H4J_220,1,H6J_240,,1,,1,,,2.58,2.5,通常,横葺,6点,,4004,720720,直販,CBPF06X6
130,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,6,デルタ電子,H4J_220,1,H6J_240,,1,,1,,,2.58,2.5,通常,横葺,8点,,4070,732600,直販,CBPF06X8
131,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,7,デルタ電子,H4J_220,1,H6J_240,,1,,1,,,3.01,3,通常,横葺,6点,,4664,839520,直販,CBPF07X6
132,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,7,デルタ電子,H4J_220,1,H6J_240,,1,,1,,,3.01,3,通常,横葺,8点,,4752,855360,直販,CBPF07X8
133,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,8,デルタ電子,H4J_220,1,H6J_240,,1,,1,,,3.44,3.4,通常,横葺,6点,,5335,960300,直販,CBPF08X6
134,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,8,デルタ電子,H4J_220,1,H6J_240,,1,,1,,,3.44,3.4,通常,横葺,8点,,5423,976140,直販,CBPF08X8
135,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,9,デルタ電子,H4J_220,1,H6J_240,,1,,1,,,3.87,3.8,通常,横葺,6点,,4983,896940,直販,CBPF09X6
136,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,9,デルタ電子,H4J_220,1,H6J_240,,1,,1,,,3.87,3.8,通常,横葺,8点,,5082,914760,直販,CBPF09X8
137,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,10,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,4.3,4,通常,横葺,6点,,5533,995940,直販,CBPF10X6
138,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,10,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,4.3,4,通常,横葺,8点,,5643,1015740,直販,CBPF10X8
139,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,11,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,4.73,4,通常,横葺,6点,,6083,1094940,直販,CBPF11X6
140,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,11,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,4.73,4,通常,横葺,8点,,6204,1116720,直販,CBPF11X8
141,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,12,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,5.16,4,通常,横葺,6点,,6633,1193940,直販,CBPF12X6
142,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,12,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,5.16,4,通常,横葺,8点,,6776,1219680,直販,CBPF12X8
143,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,13,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,5.59,4,通常,横葺,6点,,7183,1292940,直販,CBPF13X6
144,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,13,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,5.59,4,通常,横葺,8点,,7337,1320660,直販,CBPF13X8
145,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,14,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,6.02,4,通常,横葺,6点,,6787,1221660,直販,CBPF14X6
146,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,14,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,6.02,4,通常,横葺,8点,,6941,1249380,直販,CBPF14X8
147,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,15,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,6.45,4,通常,横葺,6点,,7271,1308780,直販,CBPF15X6
148,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,15,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,6.45,4,通常,横葺,8点,,7436,1338480,直販,CBPF15X8
149,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,16,デルタ電子,H4J_220,,H6J_240,1,2,,1,,,6.88,5.9,通常,横葺,6点,,7755,1395900,直販,CBPF16X6
150,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,16,デルタ電子,H4J_220,,H6J_240,1,2,,1,,,6.88,5.9,通常,横葺,8点,,7942,1429560,直販,CBPF16X8
151,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,17,デルタ電子,H4J_220,,H6J_240,1,2,,1,,,7.31,5.9,通常,横葺,6点,,8239,1483020,直販,CBPF17X6
152,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,17,デルタ電子,H4J_220,,H6J_240,1,2,,1,,,7.31,5.9,通常,横葺,8点,,8437,1518660,直販,CBPF17X8
153,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,18,デルタ電子,H4J_220,,H6J_240,1,2,,1,,,7.74,5.9,通常,横葺,6点,,8723,1570140,直販,CBPF18X6
154,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,18,デルタ電子,H4J_220,,H6J_240,1,2,,1,,,7.74,5.9,通常,横葺,8点,,8932,1607760,直販,CBPF18X8
155,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,19,デルタ電子,H4J_220,,H6J_240,1,3,,1,,,8.17,5.9,通常,横葺,6点,,8635,1554300,直販,CBPF19X6
156,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,19,デルタ電子,H4J_220,,H6J_240,1,3,,1,,,8.17,5.9,通常,横葺,8点,,8844,1591920,直販,CBPF19X8
157,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,20,デルタ電子,H4J_220,,H6J_240,1,3,,1,,,8.6,5.9,通常,横葺,6点,,9086,1635480,直販,CBPF20X6
158,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,20,デルタ電子,H4J_220,,H6J_240,1,3,,1,,,8.6,5.9,通常,横葺,8点,,9317,1677060,直販,CBPF20X8
159,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,21,デルタ電子,H4J_220,,H6J_240,1,3,,1,,,9.03,5.9,通常,横葺,6点,,9537,1716660,直販,CBPF21X6
160,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,21,デルタ電子,H4J_220,,H6J_240,1,3,,1,,,9.03,5.9,通常,横葺,8点,,9779,1760220,直販,CBPF21X8
161,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,22,デルタ電子,H4J_220,,H6J_240,1,3,,1,,,9.46,5.9,通常,横葺,6点,,9999,1799820,直販,CBPF22X6
162,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,22,デルタ電子,H4J_220,,H6J_240,1,3,,1,,,9.46,5.9,通常,横葺,8点,,10241,1843380,直販,CBPF22X8
163,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,23,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,9.89,8,通常,横葺,6点,,10450,1881000,直販,CBPF23X6
164,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,23,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,9.89,8,通常,横葺,8点,,10714,1928520,直販,CBPF23X8
165,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,24,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,10.32,8,通常,横葺,6点,,10901,1962180,直販,CBPF24X6
166,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,24,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,10.32,8,通常,横葺,8点,,11176,2011680,直販,CBPF24X8
167,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,25,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,10.75,8,通常,横葺,6点,,11352,2043360,直販,CBPF25X6
168,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,25,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,10.75,8,通常,横葺,8点,,11638,2094840,直販,CBPF25X8
169,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,26,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,11.18,8,通常,横葺,6点,,11814,2126520,直販,CBPF26X6
170,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,26,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,11.18,8,通常,横葺,8点,,12111,2179980,直販,CBPF26X8
171,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,27,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,11.61,8,通常,横葺,6点,,12265,2207700,直販,CBPF27X6
172,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,27,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,11.61,8,通常,横葺,8点,,12573,2263140,直販,CBPF27X8
173,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,28,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,12.04,8,通常,横葺,6点,,11979,2156220,直販,CBPF28X6
174,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,28,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,12.04,8,通常,横葺,8点,,12298,2213640,直販,CBPF28X8
175,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,29,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,12.47,8,通常,横葺,6点,,12408,2233440,直販,CBPF29X6
176,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,29,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,12.47,8,通常,横葺,8点,,12738,2292840,直販,CBPF29X8
177,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,30,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,12.9,8,通常,横葺,6点,,12837,2310660,直販,CBPF30X6
178,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,30,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,12.9,8,通常,横葺,8点,,13178,2372040,直販,CBPF30X8
179,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,31,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,13.33,9.9,通常,横葺,6点,,13266,2387880,直販,CBPF31X6
180,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,31,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,13.33,9.9,通常,横葺,8点,,13618,2451240,直販,CBPF31X8
181,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,32,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,13.76,9.9,通常,横葺,6点,,13684,2463120,直販,CBPF32X6
182,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,32,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,13.76,9.9,通常,横葺,8点,,14047,2528460,直販,CBPF32X8
183,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,33,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,14.19,9.9,通常,横葺,6点,,14113,2540340,直販,CBPF33X6
184,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,33,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,14.19,9.9,通常,横葺,8点,,14487,2607660,直販,CBPF33X8
185,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,34,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,14.62,9.9,通常,横葺,6点,,14542,2617560,直販,CBPF34X6
186,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,34,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,14.62,9.9,通常,横葺,8点,,14927,2686860,直販,CBPF34X8
187,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,35,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,15.05,9.9,通常,横葺,6点,,14971,2694780,直販,CBPF35X6
188,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,35,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,15.05,9.9,通常,横葺,8点,,15367,2766060,直販,CBPF35X8
189,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,36,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,15.48,9.9,通常,横葺,6点,,15400,2772000,直販,CBPF36X6
190,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,36,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,15.48,9.9,通常,横葺,8点,,15807,2845260,直販,CBPF36X8
191,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,37,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,15.91,9.9,通常,横葺,6点,,15829,2849220,直販,CBPF37X6
192,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,37,デルタ電子,H4J_220,1,H6J_240,1,5,,1,,,15.91,9.9,通常,横葺,8点,,16247,2924460,直販,CBPF37X8
193,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,6,デルタ電子,H4J_220,1,H6J_240,,1,,1,,,2.58,2.5,通常,瓦,6点,,4004,720720,直販,CBPB06X6
194,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,6,デルタ電子,H4J_220,1,H6J_240,,1,,1,,,2.58,2.5,通常,瓦,8点,,4070,732600,直販,CBPB06X8
195,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,7,デルタ電子,H4J_220,1,H6J_240,,1,,1,,,3.01,3,通常,瓦,6点,,4664,839520,直販,CBPB07X6
196,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,7,デルタ電子,H4J_220,1,H6J_240,,1,,1,,,3.01,3,通常,瓦,8点,,4752,855360,直販,CBPB07X8
197,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,8,デルタ電子,H4J_220,1,H6J_240,,1,,1,,,3.44,3.4,通常,瓦,6点,,5335,960300,直販,CBPB08X6
198,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,8,デルタ電子,H4J_220,1,H6J_240,,1,,1,,,3.44,3.4,通常,瓦,8点,,5423,976140,直販,CBPB08X8
199,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,9,デルタ電子,H4J_220,1,H6J_240,,1,,1,,,3.87,3.8,通常,瓦,6点,,4983,896940,直販,CBPB09X6
200,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,9,デルタ電子,H4J_220,1,H6J_240,,1,,1,,,3.87,3.8,通常,瓦,8点,,5082,914760,直販,CBPB09X8
201,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,10,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,4.3,4,通常,瓦,6点,,5533,995940,直販,CBPB10X6
202,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,10,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,4.3,4,通常,瓦,8点,,5643,1015740,直販,CBPB10X8
203,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,11,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,4.73,4,通常,瓦,6点,,6083,1094940,直販,CBPB11X6
204,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,11,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,4.73,4,通常,瓦,8点,,6204,1116720,直販,CBPB11X8
205,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,12,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,5.16,4,通常,瓦,6点,,6633,1193940,直販,CBPB12X6
206,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,12,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,5.16,4,通常,瓦,8点,,6776,1219680,直販,CBPB12X8
207,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,13,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,5.59,4,通常,瓦,6点,,7183,1292940,直販,CBPB13X6
208,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,13,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,5.59,4,通常,瓦,8点,,7337,1320660,直販,CBPB13X8
209,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,14,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,6.02,4,通常,瓦,6点,,6787,1221660,直販,CBPB14X6
210,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,14,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,6.02,4,通常,瓦,8点,,6941,1249380,直販,CBPB14X8
211,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,15,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,6.45,4,通常,瓦,6点,,7271,1308780,直販,CBPB15X6
212,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,15,デルタ電子,H4J_220,1,H6J_240,,2,,1,,,6.45,4,通常,瓦,8点,,7436,1338480,直販,CBPB15X8
213,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,16,デルタ電子,H4J_220,,H6J_240,1,2,,1,,,6.88,5.9,通常,瓦,6点,,7755,1395900,直販,CBPB16X6
214,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,16,デルタ電子,H4J_220,,H6J_240,1,2,,1,,,6.88,5.9,通常,瓦,8点,,7942,1429560,直販,CBPB16X8
215,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,17,デルタ電子,H4J_220,,H6J_240,1,2,,1,,,7.31,5.9,通常,瓦,6点,,8239,1483020,直販,CBPB17X6
216,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,17,デルタ電子,H4J_220,,H6J_240,1,2,,1,,,7.31,5.9,通常,瓦,8点,,8437,1518660,直販,CBPB17X8
217,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,18,デルタ電子,H4J_220,,H6J_240,1,2,,1,,,7.74,5.9,通常,瓦,6点,,8723,1570140,直販,CBPB18X6
218,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,18,デルタ電子,H4J_220,,H6J_240,1,2,,1,,,7.74,5.9,通常,瓦,8点,,8932,1607760,直販,CBPB18X8
219,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,19,デルタ電子,H4J_220,,H6J_240,1,3,,1,,,8.17,5.9,通常,瓦,6点,,8635,1554300,直販,CBPB19X6
220,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,19,デルタ電子,H4J_220,,H6J_240,1,3,,1,,,8.17,5.9,通常,瓦,8点,,8844,1591920,直販,CBPB19X8
221,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,20,デルタ電子,H4J_220,,H6J_240,1,3,,1,,,8.6,5.9,通常,瓦,6点,,9086,1635480,直販,CBPB20X6
222,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,20,デルタ電子,H4J_220,,H6J_240,1,3,,1,,,8.6,5.9,通常,瓦,8点,,9317,1677060,直販,CBPB20X8
223,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,21,デルタ電子,H4J_220,,H6J_240,1,3,,1,,,9.03,5.9,通常,瓦,6点,,9537,1716660,直販,CBPB21X6
224,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,21,デルタ電子,H4J_220,,H6J_240,1,3,,1,,,9.03,5.9,通常,瓦,8点,,9779,1760220,直販,CBPB21X8
225,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,22,デルタ電子,H4J_220,,H6J_240,1,3,,1,,,9.46,5.9,通常,瓦,6点,,9999,1799820,直販,CBPB22X6
226,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,22,デルタ電子,H4J_220,,H6J_240,1,3,,1,,,9.46,5.9,通常,瓦,8点,,10241,1843380,直販,CBPB22X8
227,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,23,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,9.89,8,通常,瓦,6点,,10450,1881000,直販,CBPB23X6
228,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,23,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,9.89,8,通常,瓦,8点,,10714,1928520,直販,CBPB23X8
229,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,24,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,10.32,8,通常,瓦,6点,,10901,1962180,直販,CBPB24X6
230,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,24,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,10.32,8,通常,瓦,8点,,11176,2011680,直販,CBPB24X8
231,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,25,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,10.75,8,通常,瓦,6点,,11352,2043360,直販,CBPB25X6
232,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,25,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,10.75,8,通常,瓦,8点,,11638,2094840,直販,CBPB25X8
233,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,26,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,11.18,8,通常,瓦,6点,,11814,2126520,直販,CBPB26X6
234,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,26,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,11.18,8,通常,瓦,8点,,12111,2179980,直販,CBPB26X8
235,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,27,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,11.61,8,通常,瓦,6点,,12265,2207700,直販,CBPB27X6
236,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,27,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,11.61,8,通常,瓦,8点,,12573,2263140,直販,CBPB27X8
237,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,28,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,12.04,8,通常,瓦,6点,,11979,2156220,直販,CBPB28X6
238,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,28,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,12.04,8,通常,瓦,8点,,12298,2213640,直販,CBPB28X8
239,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,29,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,12.47,8,通常,瓦,6点,,12408,2233440,直販,CBPB29X6
240,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,29,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,12.47,8,通常,瓦,8点,,12738,2292840,直販,CBPB29X8
241,TEPCOフィンテック,15年,430,SISOLAR,SS430M8GFH-18/VNH,30,デルタ電子,H4J_220,2,H6J_240,,4,,1,,,12.9,8,通常,瓦,6点,,12837,2310660,直販,CBPB30X6
